CASE,TIME,FOPT,FWPT,FGPT,FPR,FOPR,FWPR,WOPR:P-F-12,WWCT:P-F-12,WBHP:P-F-12,WOPT:P-F-12,WWPT:P-F-12
sens_northpv_low,81.0,100250.672,0.595997989,15773424.0,308.073547,2980.21362,0.0249149427,2980.21362,8.36004983e-06,280.678711,100250.672,0.595997989
sens_northpv_low,91.0,120901.648,0.774899602,18997116.0,304.340118,2065.09814,0.0178901665,2065.09814,8.66303162e-06,279.439026,120901.648,0.774899602
sens_northpv_low,101.0,150213.844,1.08588004,23559614.0,298.812958,2931.21948,0.0310980454,2931.21948,1.06091393e-05,271.655426,150213.844,1.08588004
sens_northpv_low,111.0,172370.891,1.33101416,27001722.0,294.963348,2215.7041,0.0245134067,2215.7041,1.10633628e-05,269.727783,172370.891,1.33101416
sens_northpv_low,121.0,194729.938,1.57739866,30467902.0,294.404327,2235.9043,0.0246384516,2235.9043,1.10193359e-05,269.633087,194729.938,1.57739866
sens_northpv_low,131.0,226211.422,1.90672588,35335924.0,298.464905,3149.1958,0.0319556296,3149.1958,1.01471314e-05,272.708679,226211.422,1.90672588
sens_northpv_low,141.0,268793.188,2.34140205,41892452.0,300.36795,4258.17529,0.0434676185,4258.17529,1.02079348e-05,272.238525,268793.188,2.34140205
sens_northpv_low,151.0,318916.375,2.87215137,49585368.0,300.743225,5012.31934,0.0530749224,5012.31934,1.05887821e-05,270.60968,318916.375,2.87215137
sens_northpv_low,161.0,357082.719,3.24878073,55431472.0,300.667847,3816.63574,0.037662942,3816.63574,9.86800205e-06,273.460266,357082.719,3.24878073
sens_northpv_low,166.0,381925.625,3.51516438,59232704.0,300.191925,4968.57861,0.0532767326,4968.57861,1.0722616e-05,269.931732,381925.625,3.51516438
sens_northpv_low,171.0,406778.562,3.78598166,63031864.0,299.722382,4970.58838,0.0541634597,4970.58838,1.08966715e-05,269.203247,406778.562,3.78598166
sens_northpv_low,181.0,456117.469,4.30724573,70561480.0,300.509369,4933.88916,0.0521264262,4933.88916,1.05648651e-05,270.23703,456117.469,4.30724573
sens_northpv_low,191.0,504996.75,4.7855463,78010272.0,302.551941,4887.92822,0.0478300154,4887.92822,9.78523985e-06,272.854767,504996.75,4.7855463
sens_northpv_low,192.0,509885.969,4.83144665,78764832.0,302.108246,4889.2417,0.0459004864,3540.32251,9.11621373e-06,275.58786,508537.062,4.81782055
sens_northpv_low,201.0,553881.875,5.28655529,85556768.0,298.222656,4888.27979,0.0519033186,3541.54688,1.0329366e-05,270.850708,540408.812,5.13825607
sens_northpv_low,211.0,611751.125,5.8910141,94575088.0,298.916901,5786.9248,0.06044586,3127.64526,9.70596466e-06,273.065826,571685.25,5.44182682
sens_northpv_low,221.0,660669.625,6.37669516,102216040.0,299.232422,4891.85059,0.0485681184,2377.82056,9.00002397e-06,275.557739,595463.438,5.65583324
sens_northpv_low,231.0,735862.375,7.27159977,113905992.0,294.591217,7519.26904,0.0894904509,4137.92822,1.14146469e-05,265.801147,636842.75,6.12816858
sens_northpv_low,241.0,781880.438,7.74902248,120987920.0,296.570709,4601.81055,0.0477422886,3211.9707,1.00903871e-05,270.635834,668962.438,6.45227242
sens_northpv_low,251.0,802431.812,7.93066692,124177952.0,299.774506,2055.1377,0.0181644391,1034.30664,7.76390152e-06,279.372803,679305.5,6.53257513
sens_northpv_low,261.0,865869.875,8.71056938,134057128.0,291.761932,6343.80225,0.0779902562,2737.35449,1.12514253e-05,265.664642,706679.062,6.84057045
sens_northpv_low,271.0,945234.812,9.9684782,146143472.0,282.522888,7936.49902,0.125790834,3193.35083,1.40154161e-05,254.662445,738612.562,7.28813791
sens_northpv_low,281.0,1024180.38,11.2901459,158093216.0,280.016876,7894.55176,0.132166758,3146.60449,1.44549203e-05,252.80481,770078.625,7.74298382
sens_northpv_low,291.0,1092148.5,12.3789129,168404464.0,280.30658,6796.81055,0.108876742,2721.84937,1.38747146e-05,254.884659,797297.125,8.12063789
sens_northpv_low,301.0,1166437.0,13.5087128,179730480.0,283.449951,7428.85889,0.112979993,3040.54883,1.32885962e-05,256.772186,827702.625,8.52468967
sens_northpv_low,311.0,1248023.5,14.7145624,192163792.0,284.615326,8158.64941,0.12058498,3904.07275,1.34957972e-05,255.462494,866743.312,9.05158234
sens_northpv_low,321.0,1331343.0,15.8682127,204845344.0,287.301941,8331.94922,0.115364961,5019.70703,1.34382426e-05,255.078873,916940.375,9.72615147
sens_northpv_low,331.0,1414142.25,16.9498482,217453872.0,289.283173,8279.9248,0.108163521,4934.72217,1.27391131e-05,257.422363,966287.625,10.3547993
sens_northpv_low,341.0,1495811.0,17.8927383,229893856.0,296.487213,8166.59863,0.0899166018,4918.05713,1.07688238e-05,264.412964,1015460.31,10.9096041
sens_northpv_low,351.0,1583132.88,18.7754993,243154592.0,301.410797,8740.10352,0.0855404139,5194.54297,9.51258335e-06,268.454865,1067401.38,11.421876
sens_northpv_low,354.0,1609741.0,19.0263443,247172816.0,303.036133,8869.38379,0.0836143941,5415.49268,9.19313243e-06,269.407623,1083647.75,11.5712337
sens_northpv_low,355.0,1618613.0,19.108736,248511840.0,303.577789,8871.96289,0.0823919326,5415.65332,9.05185789e-06,269.903046,1089063.5,11.6202555
sens_northpv_low,361.0,1671883.25,19.5689583,256538784.0,306.8013,8880.55957,0.0747999549,5415.62793,8.17154523e-06,272.990265,1121557.25,11.8929586
sens_northpv_low,371.0,1759759.88,20.2303905,269722368.0,311.277496,8790.98828,0.0635508597,5520.50049,7.00852024e-06,276.909302,1176765.0,12.2965221
sens_northpv_low,381.0,1846703.88,20.7514801,282717632.0,315.916229,8694.40625,0.0521090515,5432.42188,5.72343424e-06,281.550812,1231089.25,12.6074448
sens_northpv_low,391.0,1933920.88,21.1653442,295760960.0,321.353516,8721.69238,0.0413863435,4320.78809,3.94554854e-06,289.861328,1274297.12,12.7779245
sens_northpv_low,401.0,2016687.5,21.5056915,308093312.0,324.336823,8278.57422,0.0328407995,4610.18896,3.47711557e-06,292.061279,1320395.62,12.944231
sens_northpv_low,411.0,2097855.5,21.771944,320154496.0,328.20401,8116.79004,0.0266251732,4223.14209,2.72735429e-06,296.790039,1362627.0,13.059412
sens_northpv_low,421.0,2183064.75,21.9961357,332779296.0,333.696594,8520.92285,0.0224191081,4249.69287,2.01111493e-06,301.794067,1405124.0,13.1448784
sens_northpv_low,429.0,2248780.5,22.137907,342488320.0,337.883301,8214.48145,0.0177215301,4161.7207,1.69241264e-06,306.034637,1438417.75,13.2012253
sens_northpv_low,431.0,2265214.75,22.1727104,344915072.0,338.931671,8217.0791,0.0174020156,4162.49658,1.70270209e-06,307.026642,1446742.75,13.2153997
sens_northpv_low,441.0,2330397.5,2502.42773,354504032.0,328.882568,6515.66406,246.259796,3455.72705,4.25970757e-06,298.030029,1481305.38,13.3340292
sens_northpv_low,451.0,2402889.25,2503.10278,365342624.0,310.418091,7243.15674,0.0794255063,3095.45825,1.03473658e-05,280.630005,1512264.0,13.5990076
sens_northpv_low,461.0,2446795.75,2503.6499,371866560.0,308.623566,4390.66504,0.0547173098,2453.90649,1.28599149e-05,280.506287,1536803.12,13.9145823
sens_northpv_low,471.0,2517146.75,2505.51147,382320416.0,299.042908,7035.07764,0.186147287,5194.2124,3.02273402e-05,262.833984,1588745.25,15.4847021
sens_northpv_low,481.0,2592248.5,2509.02759,393461376.0,291.80542,7510.18359,0.351618975,4815.1709,5.98088918e-05,256.132812,1636896.88,18.3647747
sens_northpv_low,491.0,2670705.25,2519.24243,405050240.0,290.954987,7845.67383,1.02147603,4265.1665,9.92159985e-05,256.610504,1679548.62,22.5969219
sens_northpv_low,501.0,2746341.75,2678.33984,416201120.0,295.879028,7563.65625,15.9097404,4054.7605,0.000157420713,262.659973,1720096.25,28.9809589
sens_northpv_low,511.0,2835066.0,3325.89404,429280288.0,301.217957,8872.41699,64.7554245,4845.78076,0.000411277753,265.723572,1768554.0,48.9187775
sens_northpv_low,521.0,2923603.25,4377.82324,442329984.0,302.003571,8853.74219,105.192894,5180.73584,0.00111163012,265.340027,1820361.38,106.573486
sens_northpv_low,531.0,3003668.75,5504.09521,454158368.0,294.562653,8006.54834,112.627213,4794.18164,0.00207087537,258.517822,1868303.12,206.061035
sens_northpv_low,541.0,3077867.0,6751.00781,465113440.0,289.967957,7419.80371,124.691284,4417.89697,0.00311433175,254.507889,1912482.12,344.078827
sens_northpv_low,551.0,3140185.75,20159.0801,474116864.0,289.624481,6231.88721,1340.80713,2849.70264,0.00289455126,257.83847,1940979.12,426.804382
sens_northpv_low,561.0,3201037.0,29252.5586,482974112.0,289.421234,6085.13525,909.347839,3281.9939,0.00308539881,256.595856,1973799.12,528.380371
sens_northpv_low,571.0,3258627.75,34650.6211,491399424.0,296.158478,5759.07227,539.806335,3405.39404,0.00360243162,264.272247,2007853.0,651.500916
sens_northpv_low,581.0,3316071.75,36953.5898,499792032.0,307.538513,5744.39062,230.296768,3528.96216,0.00473048724,275.845245,2043142.62,819.231445
sens_northpv_low,591.0,3383646.0,40157.7734,509713408.0,305.209198,6757.42822,320.418365,3376.26733,0.00620628335,274.077759,2076905.38,1030.08081
sens_northpv_low,601.0,3473903.5,45626.7266,522991520.0,305.357452,9025.75195,546.895569,4722.11768,0.0110449614,267.279175,2124126.5,1557.46167
sens_northpv_low,611.0,3534550.0,51241.4375,531889536.0,310.190247,6064.65723,561.471008,2595.36328,0.0140549252,280.748505,2150080.25,1927.43799
sens_northpv_low,621.0,3583479.0,56219.6797,539059008.0,314.653717,4892.87939,497.824341,2584.49756,0.017336553,285.708405,2175925.25,2383.40576
sens_northpv_low,631.0,3671157.25,66427.5078,551971008.0,316.871063,8767.83887,1020.78302,4226.13477,0.0288303625,279.2034,2218186.5,3637.98584
sens_northpv_low,641.0,3712924.25,72015.2969,558099904.0,318.272217,4176.68896,558.77887,2316.53882,0.033204779,289.535187,2241351.75,4433.60596
sens_northpv_low,651.0,3789992.0,82828.1797,569455232.0,320.024933,7706.78076,1081.2876,4465.979,0.0535105504,278.817108,2286011.75,6958.4834
sens_northpv_low,661.0,3859113.25,94483.3438,579649664.0,317.752808,6912.12109,1165.51636,3813.30469,0.0781584233,277.552765,2324144.75,10191.5967
sens_northpv_low,671.0,3925265.25,107894.281,589400704.0,320.411194,6569.47803,1407.53564,3541.09766,0.111554004,279.736725,2359809.5,14270.9258
sens_northpv_low,681.0,3999017.25,126900.547,600287360.0,320.127411,7375.21582,1900.6261,4017.57446,0.153465867,274.05481,2399985.25,21554.2773
sens_northpv_low,691.0,4072781.25,149814.266,611177088.0,320.030151,7376.38232,2291.37207,4012.88696,0.192538619,271.296021,2440114.0,31122.9805
sens_northpv_low,701.0,4143752.0,177735.797,621635072.0,321.056061,7097.08057,2792.15332,4083.46851,0.225879744,269.207825,2480948.75,43038.0898
sens_northpv_low,711.0,4220859.0,217311.031,632972992.0,321.134003,7710.7251,3957.52295,4489.50879,0.257891774,262.836792,2525843.75,58639.6875
sens_northpv_low,721.0,4289277.0,254427.984,643031616.0,318.363953,6841.78662,3711.69458,3899.32202,0.282240838,263.189697,2564837.0,73972.7969
sens_northpv_low,731.0,4362449.0,292624.75,653808960.0,316.54715,7317.16992,3819.67578,4203.73389,0.315169334,256.461823,2606874.5,93319.0078
sens_northpv_low,741.0,4430608.0,333001.75,663834624.0,315.833374,6815.89697,4037.70093,4025.73047,0.342235088,254.975327,2647131.75,114264.883
sens_northpv_low,751.0,4497399.5,377824.062,673647872.0,317.123596,6679.18604,4482.23145,3873.2373,0.372266442,255.518112,2685864.0,137234.438
sens_northpv_low,761.0,4558992.0,424777.906,682681216.0,319.624023,6159.22461,4695.38477,3596.82007,0.400128305,258.705078,2721832.25,161226.062
sens_northpv_low,771.0,4619065.5,475504.094,691486208.0,321.931183,6007.37012,5072.61914,3506.98218,0.429501235,259.9505,2756902.25,187628.453
sens_northpv_low,781.0,4668995.0,521003.656,698793344.0,322.983429,4992.95898,4549.95654,2887.09644,0.447145015,266.980652,2785773.0,210979.078
sens_northpv_low,791.0,4715743.0,566246.75,705628352.0,324.819794,4674.78711,4524.30908,2744.78296,0.461777508,269.220428,2813221.0,234528.422
sens_northpv_low,801.0,4751383.5,598186.375,710849472.0,318.17746,3564.06152,3193.96436,2138.40186,0.45541653,270.774841,2834605.0,252411.156
sens_northpv_low,811.0,4805628.5,647004.25,718814208.0,315.325562,5424.46875,4881.78564,2973.82495,0.472791612,254.993164,2864343.25,279079.906
sens_northpv_low,821.0,4859800.0,701929.875,726752384.0,316.517639,5417.16504,5492.56445,2942.47412,0.498049825,254.545441,2893768.0,308276.0
sens_northpv_low,831.0,4906224.5,755556.062,733530496.0,320.072784,4642.44141,5362.61475,2697.19287,0.518922031,260.194977,2920739.75,337369.688
sens_northpv_low,841.0,4957969.0,808933.125,741126464.0,311.22702,5174.47168,5337.71094,2632.97876,0.531565547,252.330627,2947069.75,367247.969
sens_northpv_low,851.0,5003426.0,859811.25,747775168.0,313.99765,4545.70752,5087.81299,2119.70532,0.546890259,260.747803,2968266.75,392832.188
sens_northpv_low,861.0,5052195.0,917800.75,754894080.0,318.414856,4876.89648,5798.94678,2048.823,0.5667786,264.947754,2988755.0,419636.688
sens_northpv_low,871.0,5099017.0,980698.562,761709696.0,323.925812,4682.19238,6289.77881,2188.28613,0.589662015,266.58075,3010637.75,451082.719
sens_northpv_low,881.0,5143956.0,1044928.94,768241600.0,329.010223,4493.88281,6423.03857,2024.55713,0.609520555,273.065704,3030883.25,482685.125
sens_northpv_low,891.0,5185054.0,1107297.62,774205760.0,333.375214,4109.8335,6236.86621,1847.96704,0.624566436,279.490356,3049363.0,513427.656
sens_northpv_low,901.0,5229456.0,1174670.75,780659008.0,333.922699,4440.15918,6737.31445,1923.29932,0.63831985,276.919159,3068596.0,547371.5
sens_northpv_low,911.0,5272477.0,1241678.5,786913024.0,333.517212,4302.13818,6700.77393,1854.99707,0.649487674,276.013855,3087146.0,581743.938
sens_northpv_low,921.0,5313063.0,1310390.75,792808704.0,333.545868,4058.59375,6871.22998,1988.12183,0.661535621,271.294037,3107027.25,620602.188
sens_northpv_low,931.0,5352736.5,1375704.5,798571072.0,334.267517,3967.33862,6531.36865,1618.88489,0.669906795,278.734283,3123216.0,653456.625
sens_northpv_low,941.0,5393544.0,1443531.62,804502208.0,333.96048,4080.75024,6782.71387,1617.45557,0.679807663,277.645447,3139390.5,687797.188
sens_northpv_low,951.0,5432606.0,1511304.75,810176384.0,334.002838,3906.21875,6777.31006,1574.95007,0.689367831,277.43573,3155140.0,722749.125
sens_northpv_low,961.0,5463994.0,1568594.75,814723264.0,335.088348,3138.78027,5729.00977,1294.07898,0.691889286,284.568207,3168081.0,751808.812
sens_northpv_low,971.0,5463994.0,1568594.75,814723264.0,335.533661,0.0,0.0,-0.0,0.0,316.885742,3168081.0,751808.812
sens_northpv_low,981.0,5493962.5,1615368.25,819055936.0,335.438232,2952.50562,4738.68311,1285.80237,0.66135025,286.901093,3181574.75,776007.688
sens_northpv_low,982.0,5497085.5,1621008.5,819508416.0,335.557556,3122.84204,5640.18506,1874.80078,0.667088747,275.500488,3183449.5,779764.375
sens_northpv_low,991.0,5523716.0,1673901.75,823360640.0,336.464081,2924.71582,5926.5415,1737.8949,0.694644451,273.954529,3199294.25,815052.625
sens_northpv_low,994.0,5532605.5,1689491.38,824646400.0,335.687286,2963.20728,5196.55029,1216.51831,0.694407284,284.70929,3202943.75,823345.625
sens_northpv_low,998.0,5545459.5,1708786.62,826521344.0,334.653656,3213.42798,4823.82959,1219.68433,0.693520188,284.2388,3207822.5,834385.5
sens_northpv_low,1001.0,5554985.5,1723430.62,827908736.0,333.885498,3175.30347,4881.31494,1183.92566,0.703909039,276.891785,3211374.5,842829.25
sens_northpv_low,1011.0,5594720.5,1785768.38,833703744.0,337.13092,3905.40527,6332.27441,1224.42468,0.732495308,276.02182,3223815.75,876077.188
sens_northpv_low,1021.0,5634161.0,1854296.5,839454912.0,336.79483,3944.03833,6852.80811,1302.36536,0.742754996,271.82196,3236839.25,913680.938
sens_northpv_low,1031.0,5673265.0,1925958.25,845158272.0,336.797913,3910.42554,7166.1792,1319.90173,0.750315607,269.983307,3250038.5,953344.75
sens_northpv_low,1041.0,5711984.0,1997382.25,850811008.0,333.247467,3871.85962,7142.40186,1316.60864,0.749061108,265.265717,3263204.5,992645.938
sens_northpv_low,1051.0,5744429.0,2061860.0,855537792.0,334.112305,3236.17383,6459.86084,1195.77637,0.748612523,271.022491,3275164.0,1028253.12
sens_northpv_low,1061.0,5779447.5,2129799.0,860646272.0,332.059235,3501.85181,6793.90625,1243.56458,0.750405014,266.856293,3287599.5,1065640.75
sens_northpv_low,1071.0,5814877.0,2205014.5,865807296.0,335.678772,3542.98315,7521.54248,1301.73889,0.760246694,267.096832,3300617.0,1106918.25
sens_northpv_low,1081.0,5849151.5,2278558.75,870800640.0,335.213135,3427.41846,7354.41943,1212.05945,0.765253305,269.070618,3312737.5,1146430.38
sens_northpv_low,1091.0,5883261.0,2353723.5,875769728.0,335.319946,3410.948,7516.47998,1197.54602,0.771588027,268.616852,3324713.0,1186884.12
sens_northpv_low,1101.0,5916261.5,2428517.5,880575808.0,335.340057,3300.07227,7479.39795,1149.2478,0.777291298,269.393463,3336205.5,1226994.88
sens_northpv_low,1111.0,5948711.0,2505899.5,885299008.0,335.251221,3244.92871,7738.20508,1179.66541,0.783631444,266.517853,3348002.0,1269719.25
sens_northpv_low,1121.0,5980994.0,2583703.5,889997952.0,334.963165,3228.30762,7780.41357,1134.76758,0.789895654,267.091644,3359349.75,1312381.38
sens_northpv_low,1131.0,6004606.0,2643379.0,893425152.0,335.52652,2386.83325,5930.50732,858.243958,0.786614895,279.927094,3367902.5,1344061.5
sens_northpv_low,1141.0,6031498.0,2703892.25,897341184.0,329.216736,2689.17822,6051.31299,943.054321,0.785155237,269.028137,3377333.25,1378525.75
sens_northpv_low,1151.0,6059417.0,2770656.0,901398592.0,334.089325,2737.53247,6755.375,948.507446,0.793036401,272.957947,3386906.0,1414745.88
sens_northpv_low,1161.0,6089421.0,2845174.0,905756672.0,335.97345,3000.43188,7451.8042,970.805542,0.80120492,273.147339,3396614.0,1453872.25
sens_northpv_low,1171.0,6119797.0,2921327.25,910169856.0,335.787628,3037.58545,7615.31934,957.401184,0.806958318,272.540527,3406188.0,1493893.88
sens_northpv_low,1181.0,6148632.5,2997204.25,914356160.0,336.178864,2883.53589,7587.70215,946.180664,0.811823368,272.374939,3415649.75,1534713.5
sens_northpv_low,1191.0,6178749.0,3076594.75,918730176.0,335.946808,3011.68066,7939.06396,955.178284,0.816307664,270.531982,3425201.5,1577160.62
sens_northpv_low,1201.0,6208525.0,3157217.75,923053312.0,335.901978,2977.56421,8062.28271,943.824829,0.820323586,270.005676,3434639.75,1620251.5
sens_northpv_low,1211.0,6237679.0,3239147.25,927284224.0,335.886627,2915.43677,8192.96582,948.204529,0.824490845,268.923157,3444121.75,1664795.38
sens_northpv_low,1221.0,6266527.5,3321030.5,931470144.0,335.718994,2884.80859,8188.30371,918.08667,0.827875257,269.532867,3453302.75,1708952.88
sens_northpv_low,1231.0,6295148.5,3402168.5,935622912.0,335.450684,2862.11084,8113.81934,875.469482,0.830473363,270.825317,3462057.5,1751840.25
sens_northpv_low,1241.0,6323440.5,3483909.75,939727104.0,334.926178,2829.20142,8174.12061,873.458496,0.833326995,269.760864,3470792.0,1795511.12
sens_northpv_low,1251.0,6350140.0,3563900.0,943596800.0,335.380219,2669.96118,7999.0293,838.579346,0.836028039,271.380463,3479177.75,1838267.0
sens_northpv_low,1261.0,6377978.5,3646671.0,947633152.0,334.975372,2783.86035,8277.08203,843.041016,0.839369059,270.121796,3487608.25,1882319.75
sens_northpv_low,1271.0,6394960.0,3701310.25,950084992.0,334.912018,1745.58862,5395.2998,569.709167,0.830862164,285.936249,3493225.0,1910420.38
sens_northpv_low,1281.0,6397859.0,3713998.5,950494464.0,335.963898,325.71579,1217.41455,154.512573,0.770039082,309.445435,3494650.75,1915765.0
sens_northpv_low,1291.0,6407276.0,3736458.25,951849920.0,336.435455,941.67218,2245.97534,301.724487,0.76864177,304.031647,3497668.0,1925789.12
sens_northpv_low,1301.0,6415937.5,3756850.25,953095936.0,337.372589,879.243896,2020.54175,300.611145,0.758660376,305.242554,3500637.75,1935290.75
sens_northpv_low,1311.0,6426034.5,3778246.0,954549504.0,337.684235,1009.70007,2139.57251,318.403503,0.753928185,304.882385,3503822.0,1945046.25
sens_northpv_low,1321.0,6454634.5,3842276.25,958690432.0,337.574982,2859.97632,6403.02881,810.838501,0.808122396,280.349487,3511930.25,1979195.88
sens_northpv_low,1331.0,6484820.0,3921110.5,963059328.0,337.170013,3018.56128,7883.41553,894.982056,0.832254052,270.909027,3520880.0,2023599.5
sens_northpv_low,1341.0,6513281.5,3999342.25,967176768.0,336.430206,2846.13965,7823.17627,800.223328,0.84217,272.896057,3528882.25,2066298.88
sens_northpv_low,1351.0,6542222.5,4079948.5,971364352.0,335.730713,2894.12842,8060.64014,756.966003,0.848527193,273.275482,3536452.0,2108703.0
sens_northpv_low,1361.0,6570681.5,4161119.5,975480896.0,335.055115,2845.86133,8117.0874,712.074219,0.852524281,273.853912,3543572.75,2149866.5
sens_northpv_low,1371.0,6598199.5,4241388.0,979459904.0,334.642792,2751.80518,8026.85693,671.569397,0.856013,275.511536,3550288.5,2189791.75
sens_northpv_low,1381.0,6621329.0,4315872.5,982797760.0,335.007568,2312.96118,7448.44629,640.231201,0.858150184,277.187653,3556690.75,2228523.75
sens_northpv_low,1391.0,6628881.5,4345613.5,983875008.0,335.484528,802.149841,2906.24854,280.089355,0.834822357,300.720367,3559412.25,2242793.25
sens_northpv_low,1401.0,6628881.5,4345613.5,983875008.0,336.482941,0.0,0.0,-0.0,0.0,317.242096,3559412.25,2242793.25
sens_northpv_low,1411.0,6644271.5,4387075.5,986084416.0,336.39267,1540.27869,4143.25,504.916748,0.814743519,291.205597,3564797.5,2264519.0
sens_northpv_low,1421.0,6670763.5,4459965.0,989905344.0,335.866608,2649.16504,7288.95361,747.141663,0.844455123,274.294098,3572269.0,2305081.25
sens_northpv_low,1431.0,6683519.5,4499849.0,991734656.0,336.270081,1302.46985,3949.59766,402.886932,0.838045597,294.116058,3576253.75,2325992.0
sens_northpv_low,1441.0,6693043.5,4525151.5,993099392.0,336.562836,973.984253,2499.24829,246.753098,0.814304471,303.901947,3578665.25,2336892.5
sens_northpv_low,1451.0,6716248.0,4584878.5,996443456.0,336.384735,2320.45752,5972.71094,595.471375,0.840872943,283.98526,3584620.0,2368359.0
sens_northpv_low,1461.0,6732948.5,4631953.5,998843328.0,336.575867,1671.09045,4705.91846,450.605072,0.843776226,291.205322,3589144.75,2392669.5
sens_northpv_low,1471.0,6740959.0,4656592.0,999988096.0,336.639709,833.442383,2417.18506,267.12381,0.824257553,302.496338,3591755.5,2405284.5
sens_northpv_low,1481.0,6756697.5,4697337.5,1002250500.0,335.713348,1573.81274,4074.55371,435.6185,0.833559871,291.801422,3596111.75,2427101.0
sens_northpv_low,1491.0,6776836.0,4754066.5,1005144700.0,337.093964,2013.8667,5672.9165,558.423157,0.849446595,284.959198,3601696.0,2458608.0
sens_northpv_low,1501.0,6795942.5,4817910.0,1007899140.0,337.506134,1910.65576,6384.32471,757.263123,0.864404202,270.608307,3609268.5,2506882.5
sens_northpv_low,1511.0,6816721.5,4887928.5,1010898820.0,337.500458,2077.89209,7001.87744,750.17688,0.871721804,268.75058,3616770.25,2557861.25
sens_northpv_low,1521.0,6836706.5,4957143.5,1013782660.0,337.091309,1998.52246,6921.51807,705.802734,0.87517345,270.232788,3623828.5,2607345.75
sens_northpv_low,1531.0,6856582.0,5027194.5,1016649150.0,336.60318,1987.51233,7005.05664,690.524658,0.877604783,270.159515,3630733.75,2656858.25
sens_northpv_low,1541.0,6875761.5,5096313.5,1019413250.0,335.936829,1917.95691,6911.90479,666.854553,0.879099488,270.452423,3637402.25,2705347.0
sens_northpv_low,1551.0,6891195.0,5162306.0,1021631870.0,336.130859,1543.39075,6599.26514,670.447205,0.880278468,269.730988,3644106.75,2754643.0
sens_northpv_low,1561.0,6911477.0,5234402.0,1024551490.0,335.626465,2028.16772,7209.58496,656.417725,0.882091343,269.860596,3650670.75,2803750.75
sens_northpv_low,1571.0,6931147.5,5307291.0,1027380610.0,335.261627,1967.0481,7288.91992,650.911987,0.884074509,269.30072,3657180.0,2853390.75
sens_northpv_low,1581.0,6950438.5,5379024.0,1030153280.0,334.715881,1929.099,7173.30078,620.107605,0.88557452,270.470032,3663381.0,2901382.75
sens_northpv_low,1591.0,6969526.0,5451264.0,1032895100.0,333.475708,1908.77698,7223.97266,618.594971,0.886968732,268.798279,3669567.0,2949924.5
sens_northpv_low,1601.0,6988939.5,5524730.5,1035681410.0,333.479187,1941.31067,7346.68408,603.896301,0.888823509,269.35437,3675606.0,2998204.25
sens_northpv_low,1611.0,7007473.0,5595717.0,1038339200.0,332.983185,1853.3645,7098.61328,570.844238,0.889884412,270.985291,3681314.5,3044336.25
sens_northpv_low,1621.0,7026253.5,5668621.5,1041030590.0,332.217438,1878.05811,7290.46582,580.007629,0.891361415,269.074432,3687114.5,3091925.0
sens_northpv_low,1631.0,7044405.0,5741599.0,1043629310.0,331.822906,1815.12524,7297.7627,576.724182,0.892842174,268.407196,3692881.75,3139977.75
sens_northpv_low,1641.0,7061573.5,5811607.5,1046085120.0,331.371552,1716.8877,7000.84668,547.71698,0.893465519,269.868744,3698359.0,3185912.75
sens_northpv_low,1651.0,7079653.0,5883726.5,1048669630.0,330.998657,1807.95923,7211.91943,548.160034,0.894368708,269.098541,3703840.5,3232325.0
sens_northpv_low,1661.0,7097223.0,5956920.0,1051179070.0,331.079834,1756.95898,7319.35352,554.973083,0.895811379,268.37915,3709390.25,3280041.5
sens_northpv_low,1671.0,7114864.5,6030509.0,1053697540.0,329.806763,1764.19019,7358.89697,555.374329,0.896567106,266.614349,3714944.0,3328181.75
sens_northpv_low,1681.0,7132088.0,6104687.5,1056153860.0,330.750671,1722.34705,7417.84473,547.365662,0.897854745,267.866333,3720417.5,3376295.0
sens_northpv_low,1691.0,7142206.0,6150930.0,1057593980.0,331.006561,1011.78821,4624.24707,354.039703,0.892270923,283.919067,3723958.0,3405618.5
sens_northpv_low,1701.0,7142206.0,6150930.0,1057593980.0,332.03067,0.0,0.0,-0.0,0.0,311.498749,3723958.0,3405618.5
sens_northpv_low,1711.0,7142206.0,6150930.0,1057593980.0,333.005646,0.0,0.0,-0.0,0.0,313.082672,3723958.0,3405618.5
sens_northpv_low,1721.0,7142206.0,6150930.0,1057593980.0,334.339661,0.0,0.0,-0.0,0.0,314.731079,3723958.0,3405618.5
sens_northpv_low,1731.0,7142206.0,6150930.0,1057593980.0,335.040405,0.0,0.0,-0.0,0.0,315.483856,3723958.0,3405618.5
sens_northpv_low,1741.0,7157797.0,6191009.0,1059806020.0,335.257904,1485.84546,4110.41992,531.023376,0.834127128,286.905914,3730478.75,3430601.0
sens_northpv_low,1751.0,7175521.0,6248311.5,1062328900.0,334.322235,1728.57117,5792.47559,567.723328,0.874859273,275.745728,3736434.0,3469894.0
sens_northpv_low,1761.0,7188055.5,6295606.0,1064112380.0,332.172211,1253.47424,4729.46045,463.982361,0.87883383,278.632935,3741073.75,3503547.25
sens_northpv_low,1771.0,7209986.0,6365770.5,1067234940.0,326.436096,2193.02197,7016.44531,608.283325,0.885058641,261.914246,3747156.75,3550385.5
sens_northpv_low,1781.0,7229965.5,6437998.0,1070074180.0,331.736298,1936.1095,7311.06348,558.500549,0.892412126,270.113831,3752830.0,3596587.0
