CASE,TIME,FOPT,FWPT,FGPT,FPR,FOPR,FWPR,WOPR:P-F-12,WWCT:P-F-12,WBHP:P-F-12,WOPT:P-F-12,WWPT:P-F-12
sens_f12perm_high,611.0,3536731.5,47553.3594,532347360.0,310.563873,6090.74805,523.630676,2598.58179,0.0122329332,281.021698,2150001.5,1649.41431
sens_f12perm_high,621.0,3585885.75,52199.6367,539551936.0,314.997925,4915.42969,464.627655,2588.17651,0.0151314028,285.790405,2175883.25,2047.05872
sens_f12perm_high,631.0,3673999.25,61787.5938,552526528.0,317.213165,8811.35547,958.795654,4236.29443,0.0253514629,279.34433,2218246.25,3148.95605
sens_f12perm_high,641.0,3716027.25,67003.4062,558692992.0,318.596893,4202.78955,521.581543,2323.05054,0.0291973054,289.616913,2241476.75,3847.62329
sens_f12perm_high,651.0,3793615.5,77083.7422,570120960.0,320.34848,7758.83691,1008.03333,4486.33301,0.0473055542,279.140839,2286340.25,6075.28906
sens_f12perm_high,661.0,3863331.75,87900.9922,580398336.0,318.096039,6971.62988,1081.72473,3839.23267,0.0692266077,277.960449,2324732.5,8930.73145
sens_f12perm_high,671.0,3930199.25,100303.727,590249280.0,320.740387,6648.29199,1296.58459,3575.03296,0.0995651409,280.080719,2360707.5,12558.2861
sens_f12perm_high,681.0,4005007.75,117819.516,601283840.0,320.468781,7480.84912,1751.57898,4059.30249,0.141224399,274.440369,2401300.5,19233.75
sens_f12perm_high,691.0,4079940.75,139068.906,612340928.0,320.38382,7493.29736,2124.9397,4056.80835,0.180378705,271.648499,2441868.5,28161.7988
sens_f12perm_high,701.0,4152096.0,165291.359,622971648.0,321.413574,7215.50928,2622.24438,4130.41016,0.213767573,269.57724,2483172.75,39391.9102
sens_f12perm_high,711.0,4230464.0,203052.266,634494912.0,321.504944,7836.83203,3776.09131,4542.18945,0.246170089,263.286377,2528594.5,54224.8477
sens_f12perm_high,721.0,4300032.0,238508.672,644724096.0,318.760345,6956.78613,3545.64038,3947.39062,0.270434618,263.616913,2568068.5,68857.0
sens_f12perm_high,731.0,4374556.5,274745.938,655703424.0,316.969147,7452.42627,3623.72778,4261.625,0.302724272,256.885803,2610684.75,87358.9688
sens_f12perm_high,741.0,4444102.5,313112.656,665936064.0,316.271667,6954.61914,3836.67139,4084.81445,0.329599351,255.373154,2651533.0,107441.766
sens_f12perm_high,751.0,4512433.0,355706.5,675978560.0,317.563629,6833.02637,4259.38184,3933.8584,0.359536976,255.825439,2690871.5,129525.281
sens_f12perm_high,761.0,4575627.0,400341.5,685250240.0,320.057037,6319.3999,4463.50049,3656.8606,0.387276828,258.927887,2727440.0,152638.781
sens_f12perm_high,771.0,4637387.0,448628.125,694305856.0,322.356812,6176.00098,4828.66211,3569.33203,0.416625351,260.119995,2763133.5,178129.672
sens_f12perm_high,781.0,4688809.5,491968.469,701835008.0,323.403137,5142.29248,4334.03564,2940.34131,0.434290379,267.102936,2792536.75,200702.422
sens_f12perm_high,791.0,4736969.0,535172.125,708879424.0,325.233002,4815.93018,4320.3667,2795.36279,0.449335992,269.317719,2820490.5,223512.281
sens_f12perm_high,801.0,4773569.0,565721.438,714244224.0,318.614166,3659.99268,3054.92847,2174.03589,0.443999082,271.014191,2842230.75,240873.219
sens_f12perm_high,811.0,4829135.5,612620.062,722407040.0,315.796753,5556.64941,4689.86133,3017.43921,0.463107824,255.27327,2872405.25,266900.781
sens_f12perm_high,821.0,4884736.5,665471.312,730558784.0,316.988647,5560.12549,5285.13086,2986.8418,0.488671303,254.687027,2902273.75,295445.719
sens_f12perm_high,831.0,4932511.5,717139.188,737538368.0,320.524323,4777.49561,5166.78564,2739.50513,0.509658039,260.216003,2929668.75,323919.938
sens_f12perm_high,841.0,4985327.0,768963.375,745293440.0,311.627502,5314.15674,5131.85205,2666.55054,0.52426368,252.452377,2956475.5,353099.781
sens_f12perm_high,851.0,5032085.0,817936.5,752140416.0,314.383514,4675.7627,4897.31006,2154.96021,0.537759721,260.57074,2978025.0,378170.094
sens_f12perm_high,861.0,5082285.0,873832.75,759476928.0,318.798798,5020.01562,5589.62549,2090.04517,0.556314826,264.618561,2998925.5,404376.125
sens_f12perm_high,871.0,5130574.5,934589.0,766514880.0,324.297577,4828.97656,6075.62354,2235.84399,0.579060853,266.213593,3021284.0,435133.281
sens_f12perm_high,881.0,5177015.5,996629.188,773274560.0,329.371826,4644.09082,6204.02051,2071.62817,0.598819077,272.610779,3042000.25,466055.281
sens_f12perm_high,891.0,5219590.5,1056845.88,779462912.0,333.731079,4257.49658,6021.66748,1893.38794,0.613757312,279.003418,3060934.25,496142.062
sens_f12perm_high,901.0,5265506.5,1122010.25,786147072.0,334.295929,4591.57568,6516.43799,1971.34534,0.627796113,276.484314,3080647.5,529392.75
sens_f12perm_high,911.0,5309987.0,1186889.12,792623616.0,333.917877,4448.04199,6487.89209,1901.7644,0.639241219,275.660767,3099665.25,563090.75
sens_f12perm_high,921.0,5351916.0,1253645.88,798722944.0,333.958221,4192.94482,6675.67383,2035.40894,0.652247906,271.049011,3120019.25,601267.125
sens_f12perm_high,931.0,5392922.0,1317018.38,804687680.0,334.687531,4100.58691,6337.24951,1659.89246,0.660294116,278.420349,3136618.25,633530.875
sens_f12perm_high,941.0,5435098.0,1382852.88,810826560.0,334.393066,4217.5835,6583.45312,1659.03687,0.670383394,277.320068,3153208.5,667272.812
sens_f12perm_high,951.0,5475509.0,1448664.12,816704768.0,334.443817,4041.09741,6581.12207,1616.01868,0.680130422,277.119354,3169368.75,701633.812
sens_f12perm_high,961.0,5508076.5,1504240.12,821429632.0,335.523682,3256.76221,5557.60303,1328.5835,0.682532191,284.263397,3182654.75,730197.375
sens_f12perm_high,971.0,5508076.5,1504240.12,821429632.0,335.921143,0.0,0.0,-0.0,0.0,316.706879,3182654.75,730197.375
sens_f12perm_high,981.0,5538969.5,1549677.25,825900096.0,335.833069,3051.5105,4595.39551,1319.12512,0.651236296,286.958801,3196388.5,754050.875
sens_f12perm_high,982.0,5542194.0,1555170.38,826367744.0,335.95282,3224.70581,5493.02295,1920.56482,0.657742441,275.588501,3198309.0,757741.75
sens_f12perm_high,991.0,5569648.0,1606875.38,830342144.0,336.854065,3014.06714,5797.66016,1774.15234,0.687397838,273.988892,3214494.0,792540.0
sens_f12perm_high,994.0,5578813.5,1622065.88,831669120.0,336.081116,3055.1189,5063.49658,1242.00024,0.687127948,284.661224,3218220.0,800723.062
sens_f12perm_high,998.0,5592000.0,1640874.5,833595072.0,335.055634,3296.72314,4702.1582,1245.64917,0.686098993,284.15686,3223202.5,811613.625
sens_f12perm_high,1001.0,5601782.5,1655144.12,835021632.0,334.293152,3260.77173,4756.56055,1211.47485,0.696110308,276.839233,3226837.0,819938.875
sens_f12perm_high,1011.0,5642616.0,1715876.0,840984960.0,337.553497,4025.02466,6157.37646,1258.18311,0.724236131,275.586304,3239589.0,852741.438
sens_f12perm_high,1021.0,5683329.0,1782544.12,846931072.0,337.243103,4071.3269,6666.80908,1338.79663,0.734733939,271.325287,3252977.0,889823.438
sens_f12perm_high,1031.0,5723777.5,1852242.12,852840000.0,337.266174,4044.85376,6969.80957,1357.32202,0.742448747,269.438232,3266550.25,928951.25
sens_f12perm_high,1041.0,5763805.5,1921755.0,858692672.0,333.748047,4002.78589,6951.28369,1351.88782,0.741586328,264.820526,3280069.25,967747.25
sens_f12perm_high,1051.0,5797356.5,1984618.75,863587904.0,334.617157,3355.08838,6286.36914,1225.24365,0.74172914,270.414703,3292321.5,1002935.06
sens_f12perm_high,1061.0,5833643.5,2050706.5,868889600.0,332.571777,3628.69287,6608.7793,1273.85425,0.743652999,266.399445,3305060.25,1039889.06
sens_f12perm_high,1071.0,5870499.0,2123842.5,874267072.0,336.192139,3685.59644,7313.60742,1335.13159,0.753441513,266.524384,3318411.5,1080688.5
sens_f12perm_high,1081.0,5906218.5,2195282.0,879479680.0,335.740082,3571.91113,7143.93799,1243.948,0.758434474,268.501678,3330851.0,1119744.25
sens_f12perm_high,1091.0,5941807.0,2268293.25,884672960.0,335.856445,3558.84351,7301.12305,1229.39062,0.764898598,268.049744,3343144.75,1159742.25
sens_f12perm_high,1101.0,5976279.5,2340944.75,889701824.0,335.884735,3447.26855,7265.16211,1180.17981,0.770704329,268.837311,3354946.75,1199410.25
sens_f12perm_high,1111.0,6010172.5,2416227.25,894643136.0,335.804169,3389.3064,7528.23633,1210.55286,0.777422309,265.996704,3367052.25,1241692.62
sens_f12perm_high,1121.0,6043895.0,2491938.0,899559552.0,335.521454,3372.2417,7571.0791,1164.1488,0.783948541,266.570648,3378693.75,1283934.0
sens_f12perm_high,1131.0,6068675.5,2549915.0,903163008.0,336.075317,2504.11328,5760.03076,881.143799,0.780382633,279.493805,3387477.0,1315284.5
sens_f12perm_high,1141.0,6096630.0,2608882.0,907239616.0,329.774963,2795.45288,5896.70166,964.137329,0.779895067,268.832092,3397118.25,1349446.62
sens_f12perm_high,1151.0,6125720.5,2673942.25,911473472.0,334.635986,2856.80762,6581.98486,970.769226,0.787732184,272.511017,3406910.5,1385352.12
sens_f12perm_high,1161.0,6157069.0,2746507.75,916033792.0,336.525299,3134.8689,7256.54443,994.608032,0.795901537,272.574677,3416856.75,1424137.75
sens_f12perm_high,1171.0,6188801.5,2820691.25,920651008.0,336.348602,3173.27222,7418.35547,980.635803,0.801873624,271.964569,3426663.0,1463826.88
sens_f12perm_high,1181.0,6218939.5,2894679.0,925032768.0,336.743591,3013.78442,7398.771,968.577209,0.80699873,271.812805,3436348.75,1504326.12
sens_f12perm_high,1191.0,6250390.5,2972136.0,929606592.0,336.520691,3145.07544,7745.7124,977.435425,0.811680138,269.971893,3446123.25,1546454.75
sens_f12perm_high,1201.0,6281495.0,3050834.0,934128256.0,336.484192,3110.48413,7869.79834,965.941223,0.815778792,269.437531,3455782.5,1589229.12
sens_f12perm_high,1211.0,6311959.5,3130869.0,938554304.0,336.473572,3046.42163,8003.50293,970.461853,0.820051372,268.360382,3465487.25,1633454.38
sens_f12perm_high,1221.0,6342120.5,3210854.25,942935360.0,336.310638,3016.13135,7998.52148,939.808289,0.823492587,268.973236,3474885.25,1677301.0
sens_f12perm_high,1231.0,6372065.5,3290081.25,947284352.0,336.047913,2994.49536,7922.6875,896.751221,0.826042652,270.252747,3483852.75,1719883.5
sens_f12perm_high,1241.0,6401672.0,3369927.0,951582784.0,335.528168,2960.63354,7984.57373,894.656372,0.828982711,269.193512,3492799.25,1763250.75
sens_f12perm_high,1251.0,6429652.0,3448072.5,955641216.0,335.982269,2798.02417,7814.55225,859.439087,0.831651926,270.806763,3501393.75,1805707.75
sens_f12perm_high,1261.0,6458815.0,3528938.0,959872064.0,335.581726,2916.27905,8086.56104,864.490112,0.834989607,269.539825,3510038.75,1849452.88
sens_f12perm_high,1271.0,6476743.5,3582214.5,962463168.0,335.509674,1839.93079,5259.56689,584.4245,0.826164901,285.544556,3515800.75,1877345.5
sens_f12perm_high,1281.0,6479872.0,3594574.25,962905856.0,336.498993,357.704071,1171.42334,157.95813,0.764394641,309.363708,3517263.25,1882637.25
sens_f12perm_high,1291.0,6489744.0,3616377.75,964328640.0,336.95755,996.676392,2166.7251,307.654297,0.763625622,303.907623,3520319.5,1892605.75
sens_f12perm_high,1301.0,6498877.0,3636093.0,965643712.0,337.858215,921.509277,1959.8634,306.454895,0.75346595,305.177063,3523359.25,1902007.0
sens_f12perm_high,1311.0,6509434.5,3656828.0,967164608.0,338.148865,1055.73511,2073.49023,324.068512,0.749068737,304.8302,3526600.0,1911681.0
sens_f12perm_high,1321.0,6539069.5,3719378.0,971455488.0,338.058716,2963.50415,6255.02344,826.955139,0.803980589,280.075531,3534869.5,1945598.75
sens_f12perm_high,1331.0,6570755.0,3796069.5,976041152.0,337.665619,3109.79248,7753.65234,905.43634,0.830148399,270.255951,3544152.75,1989524.25
sens_f12perm_high,1341.0,6600304.5,3872751.5,980314560.0,336.944519,2954.95557,7668.19873,817.031921,0.83862108,272.364014,3552323.0,2031982.12
sens_f12perm_high,1351.0,6630449.0,3951645.5,984674112.0,336.267365,3014.43408,7889.40771,775.876282,0.844487011,272.667603,3560081.75,2074114.75
sens_f12perm_high,1361.0,6660151.0,4031048.75,988967808.0,335.614197,2970.21655,7940.31445,731.265137,0.848287463,273.205688,3567394.5,2115002.75
sens_f12perm_high,1371.0,6688911.0,4109554.0,993123008.0,335.21521,2876.0061,7850.54297,689.867371,0.851837277,274.835083,3574293.0,2154665.5
sens_f12perm_high,1381.0,6713159.5,4182449.5,996619904.0,335.581665,2424.83838,7289.54053,657.204346,0.854151368,276.57077,3580865.25,2193154.25
sens_f12perm_high,1391.0,6721150.5,4211564.5,997760384.0,336.029236,869.791809,2809.27808,288.608246,0.829427123,300.527649,3583630.25,2207361.0
sens_f12perm_high,1401.0,6721150.5,4211564.5,997760384.0,336.968414,0.0,0.0,-0.0,0.0,317.272278,3583630.25,2207361.0
sens_f12perm_high,1411.0,6737283.5,4251969.5,1000075900.0,336.868683,1608.64026,4046.11206,514.939209,0.810761034,291.145386,3589126.75,2228927.0
sens_f12perm_high,1421.0,6764751.5,4323483.5,1004032900.0,336.364349,2746.79712,7151.41748,761.736938,0.841205955,273.987549,3596744.25,2269279.75
sens_f12perm_high,1431.0,6778140.5,4362472.0,1005951360.0,336.756134,1363.79517,3862.7522,410.944183,0.834573567,293.85202,3600812.75,2290070.25
sens_f12perm_high,1441.0,6788146.0,4387093.0,1007384000.0,337.02948,1021.69818,2431.72827,251.30043,0.810600221,303.746704,3603269.75,2300905.75
sens_f12perm_high,1451.0,6812208.0,4445618.0,1010846020.0,336.865967,2406.18555,5852.52197,606.760071,0.837643027,283.693329,3609337.25,2332210.0
sens_f12perm_high,1461.0,6829626.5,4491682.0,1013345660.0,337.057648,1743.35706,4604.2832,460.229401,0.84020859,290.891388,3613954.5,2356388.0
sens_f12perm_high,1471.0,6838055.0,4515730.0,1014549250.0,337.100281,874.640442,2358.95996,272.396851,0.820517957,302.345886,3616618.5,2368926.75
sens_f12perm_high,1481.0,6854398.5,4555628.0,1016894530.0,336.176178,1634.37292,3989.79199,444.099243,0.830080271,291.670044,3621059.5,2390621.5
sens_f12perm_high,1491.0,6875308.5,4611280.0,1019893700.0,337.562164,2090.98975,5565.20801,570.283997,0.846035123,284.656738,3626762.25,2421958.5
sens_f12perm_high,1501.0,6895094.5,4674170.5,1022741760.0,337.984894,1978.59521,6289.0293,773.482361,0.861325145,270.247742,3634497.0,2470000.5
sens_f12perm_high,1511.0,6916809.5,4742875.5,1025870460.0,337.988617,2144.93823,6908.70752,763.442383,0.869324625,268.274414,3642217.5,2520665.5
sens_f12perm_high,1521.0,6937518.0,4811087.5,1028851200.0,337.592224,2070.81274,6821.16162,720.372742,0.872454464,269.777039,3649421.25,2569941.25
sens_f12perm_high,1531.0,6958147.0,4880091.5,1031818560.0,337.115387,2062.93408,6900.42432,705.169739,0.874868572,269.685455,3656473.0,2619244.0
sens_f12perm_high,1541.0,6978078.5,4948168.0,1034683010.0,336.458313,1993.12927,6807.65332,681.017151,0.876394629,269.983582,3663283.25,2667529.75
sens_f12perm_high,1551.0,6994149.0,5013273.5,1036987900.0,336.647278,1607.06689,6510.55469,683.723816,0.877782226,269.333984,3670120.5,2716635.75
sens_f12perm_high,1561.0,7015364.5,5084071.5,1040033150.0,336.144958,2105.99854,7102.26904,670.505676,0.879430413,269.41861,3676855.75,2765498.25
sens_f12perm_high,1571.0,7035784.5,5155929.0,1042960320.0,335.794708,2041.99805,7185.74512,664.816223,0.881471753,268.811157,3683503.75,2814939.25
sens_f12perm_high,1581.0,7055820.0,5226639.5,1045829630.0,335.260986,2003.58118,7071.06738,633.555359,0.88296771,269.953125,3689839.25,2862739.0
sens_f12perm_high,1591.0,7075637.0,5297881.5,1048665220.0,334.028687,1981.68506,7124.16406,631.77887,0.884439468,268.288025,3696157.25,2911092.0
sens_f12perm_high,1601.0,7095800.0,5370323.0,1051547580.0,334.040222,2016.32959,7244.19287,617.217529,0.886250675,268.795532,3702329.25,2959181.0
sens_f12perm_high,1611.0,7115063.0,5440313.0,1054298690.0,333.547791,1926.29785,6998.95654,583.928223,0.887237728,270.421112,3708168.5,3005125.75
sens_f12perm_high,1621.0,7134543.5,5512264.5,1057078850.0,332.786469,1948.02844,7195.16406,593.541931,0.888704717,268.506073,3714104.0,3052520.5
sens_f12perm_high,1631.0,7153349.5,5584351.0,1059760380.0,332.393585,1880.60559,7208.64648,590.521667,0.890157044,267.834412,3720009.25,3100376.0
sens_f12perm_high,1641.0,7171125.5,5653533.0,1062292990.0,331.941193,1777.6134,6918.21045,561.27478,0.890704095,269.318604,3725622.0,3146117.0
sens_f12perm_high,1651.0,7189766.0,5724895.5,1064946620.0,331.57077,1864.05786,7136.27002,562.182739,0.89154011,268.524933,3731243.75,3192328.25
sens_f12perm_high,1661.0,7207833.0,5797422.5,1067516420.0,331.650452,1806.68835,7252.65723,569.525024,0.892953277,267.783203,3736939.0,3239836.5
